Address;Price;Beds;Baths;Sizes
1730 Camden Ave Apt 108, Los Angeles, CA 90025;$749,000;2;2;995sqft
5907 Saturn St, Los Angeles, CA 90035;$1,475,000;4;3;2,000sqft
1849 Greenfield Ave Apt 206, Los Angeles, CA 90025;$720,000;2;2;989sqft
1520 Carmona Ave, Los Angeles, CA 90019;$1,575,000;3;3;1,810sqft
11544 Dona Cecilia Dr, Studio City, CA 91604;$1,788,000;3;3;2,266sqft
6103-6107 10th Ave, Los Angeles, CA 90043;$1,700,000;12;6;4,526sqft
1002 Garfield Ave, Venice, CA 90291;$1,549,000;3;1;1,125sqft
5343 Leghorn Ave, Sherman Oaks, CA 91401;$1,950,000;5;5;2,883sqft
5253 San Feliciano Dr, Woodland Hills, CA 91364;$1,299,000;4;2;1,855sqft
2139 Clinton St, Los Angeles, CA 90026;$995,000;3;2;1,290sqft
4609 Louise Ave, Encino, CA 91316;$6,299,000;5;5.5;5,885sqft
14126 Hartsook St, Sherman Oaks, CA 91423;$1,279,000;3;2;1,554sqft
4551 Alonzo Ave, Encino, CA 91316;$1,799,000;4;4;3,032sqft
7815 Nardian Way, Los Angeles, CA 90045;$2,995,000;5;3.5;3,433sqft
4867 Melrose Ave, Los Angeles, CA 90029;$1,400,000;3;1;2,110sqft
5688 Holly Oak Dr, Los Angeles, CA 90068;$4,248,000;4;4.5;4,050sqft
1726 S Bentley Ave Unit 404, Los Angeles, CA 90025;$1,149,000;3;2;1,673sqft
10750 Wilshire Blvd Apt 606, Los Angeles, CA 90024;$1,274,980;2;2.5;1,741sqft
1121 Echo Park Ave, Los Angeles, CA 90026;$3,870,000;17;9;9,798sqft
6417 Crescent St, Los Angeles, CA 90042;$1,480,000;5;3;1,624sqft
10244 E Avenue R14, Los Angeles, CA 93543;$549,900;4;2.5;2,018sqft
1146 E 58th Pl, Los Angeles, CA 90001;$299,000;2;1;884sqft
7701 Variel Ave, Canoga Park, CA 91304;$749,900;3;2;1,754sqft
4354 Cartwright Ave, Toluca Lake, CA 91602;$730,000;2;2.5;1,380sqft
1505 W 70th St, Los Angeles, CA 90047;$785,000;4;2;1,174sqft
21114 Mayall St, Chatsworth, CA 91311;$899,000;3;2;1,893sqft
855 Wilcox Ave Unit 101, Los Angeles, CA 90038;$935,000;3;2;1,450sqft
1829 S Holt Ave, Los Angeles, CA 90035;$1,325,000;2;2;1,250sqft
6385 Zelzah Ave, Encino, CA 91316;$799,000;3;1;1,101sqft
444 S Gramercy Pl Apt 16, Los Angeles, CA 90020;$620,000;2;2.5;1,079sqft
1204 W 81st St, Los Angeles, CA 90044;$779,900;3;2;1,292sqft
4813 Templeton St, Los Angeles, CA 90032;$1,174,000;4;3;1,781sqft
20360 Enadia Way, Winnetka, CA 91306;$925,000;3;2;1,299sqft
6241 Canby Ave, Tarzana, CA 91335;$979,000;3;2.5;1,724sqft
1743 Clinton St, Los Angeles, CA 90026;$1,098,000;3;2;1,248sqft
630 Westminster Ave, Venice, CA 90291;$1,795,000;2;1;788sqft
6327 Grape Pl, Los Angeles, CA 90068;$1,197,000;2;2;1,260sqft
9916 Whitaker Ave, North Hills, CA 91343;$999,000;4;3;2,076sqft
3816 Sunset Dr, Los Angeles, CA 90027;$1,989,000;4;3.5;1,999sqft
1433 S Westmoreland Ave, Los Angeles, CA 90006;$4,149,000;20;16;8,163sqft
23820 Aetna St, Woodland Hills, CA 91367;$1,049,000;3;2;1,836sqft
5751 Tobias Ave, Sherman Oaks, CA 91411;$1,770,000;6;4;2,700sqft
4500 Nagle Ave, Sherman Oaks, CA 91423;$1,545,000;3;3;2,090sqft
8738 Graham Ave, Los Angeles, CA 90002;$899,900;4;4;1,440sqft
7443 Kentwood Ave, Westchester, CA 90045;$2,699,999;4;5;3,464sqft
4431 Purdue Ave, Culver City, CA 90230;$1,499,000;3;2;1,629sqft
10551 Wilshire Blvd Apt 304, Los Angeles, CA 90024;$1,445,000;2;2.5;2,097sqft
4617 Placidia Ave, Toluca Lake, CA 91602;$3,495,000;5;4.5;3,907sqft
4121 Marmion Way, Los Angeles, CA 90065;$4,230,000;24;16;11,984sqft
4140 Glencoe Ave Apt 306, Marina del Rey, CA 90292;$1,179,000;2;2.5;1,502sqft
4729 Monarca Dr, Tarzana, CA 91356;$2,449,000;5;3;3,016sqft
12320 Deerbrook Ln, Los Angeles, CA 90049;$3,795,000;4;3.5;3,225sqft
6255 Beeman Ave, North Hollywood, CA 91606;$1,295,000;4;3;1,825sqft
14639 Calvert St, Van Nuys, CA 91411;$2,025,000;12;10;5,887sqft
MT Olympus Dr, Los Angeles, CA 90046;$3,899,999;4;4;2,854sqft
12210 Malone St, Los Angeles, CA 90066;$2,199,000;3;2;1,698sqft
1088 Villa Grove Dr, Pacific Palisades, CA 90272;$4,599,000;4;3.5;4,367sqft
17328 Tramonto Dr Unit 201, Pacific Palisades, CA 90272;$2,795,000;2;3.5;2,887sqft
8902 Towne Ave, Los Angeles, CA 90003;$525,000;3;2;1,274sqft
1716 W 251st St, Lomita, CA 90717;$950,000;3;3;2,350sqft
5828 S Van Ness Ave, Los Angeles, CA 90047;$789,990;4;2;1,232sqft
6058 Shirley Ave, Tarzana, CA 91356;$1,100,000;4;2;1,898sqft
9112 Miner St, Los Angeles, CA 90002;$669,900;3;2;1,400sqft
103 E 118th Pl, Los Angeles, CA 90061;$750,000;8;4;3,230sqft
5806 Waring Ave Apt 5, Los Angeles, CA 90038;$998,000;2;2;1,320sqft
11226 White Oak Ave, Granada Hills, CA 91344;$2,395,000;6;4;5,864sqft
104 S Hayworth Ave Apt 103, Los Angeles, CA 90048;$799,000;2;2;1,301sqft
22115 Halsted St, Chatsworth, CA 91311;$1,189,000;4;2;2,147sqft
12879 Macneil St, Sylmar, CA 91342;$750,000;4;2;1,144sqft
10641 Yolanda Ave, Porter Ranch, CA 91326;$999,990;4;2.5;1,850sqft
6806 Apperson St, Tujunga, CA 91042;$899,999;3;1;1,176sqft
19844 Friar St, Woodland Hills, CA 91367;$1,150,000;4;3;2,050sqft
5357 Garden Grove Ave, Tarzana, CA 91356;$1,149,000;3;2;1,674sqft
1825 Redesdale Ave, Los Angeles, CA 90026;$1,499,000;5;3;3,198sqft
17245 Warrington Dr, Granada Hills, CA 91344;$1,390,000;4;3;2,090sqft
5626 Cantaloupe Ave, Valley Glen, CA 91401;$1,800,000;5;3.5;2,545sqft
333 S Medio Dr, Los Angeles, CA 90049;$2,099,000;3;2;2,382sqft
4205 Mammoth Ave, Sherman Oaks, CA 91423;$1,995,000;3;3;2,054sqft
1030 W 23rd St, Los Angeles, CA 90007;$1,800,000;4;3;3,281sqft
138 S Bentley Ave, Los Angeles, CA 90049;$3,795,000;4;3.5;3,167sqft
4614 Vesper Ave, Sherman Oaks, CA 91403;$2,695,000;4;3.5;3,161sqft
5924 Ranchito Ave, Sherman Oaks, CA 91401;$1,089,000;2;1.5;1,255sqft
24211 Burbank Blvd, Woodland Hills, CA 91367;$1,725,000;5;2.5;2,807sqft
16405 Otsego St, Encino, CA 91436;$1,995,000;4;3;2,774sqft
4776 La Villa Marina Unit C, Marina del Rey, CA 90292;$1,250,000;3;2.5;1,582sqft
3727 S LA Salle Ave, Los Angeles, CA 90018;$1,350,000;8;3;2,221sqft
1471 S Crest Dr, Los Angeles, CA 90035;$3,495,000;5;4;3,600sqft
2130 Greenfield Ave, Los Angeles, CA 90025;$1,595,000;3;2;1,765sqft
8300 Rugby Pl, Los Angeles, CA 90046;$3,495,000;3;3.5;3,288sqft
1539 N Laurel Ave Apt 305, Los Angeles, CA 90046;$1,099,000;2;2;1,426sqft
1163 W 9th St, San Pedro, CA 90731;$2,100,000;10;10;6,270sqft
1703 S Carmelina Ave, Los Angeles, CA 90025;$1,995,000;3;2;1,500sqft
2665 Pasadena Ave, Los Angeles, CA 90031;$2,400,000;19;10;6,580sqft
2485 Wild Oak Dr, Los Angeles, CA 90068;$2,175,000;3;3;2,138sqft
12456 Greene Ave, Los Angeles, CA 90066;$2,395,000;4;3;2,124sqft
2432 Banyan Dr, Los Angeles, CA 90049;$4,250,000;4;3;2,274sqft
6809 Baird Ave, Reseda, CA 91335;$3,600,000;14;15;9,082sqft
12245 Via Santa Marta, Sylmar, CA 91342;$825,000;4;4;2,394sqft
8800 Burnet Ave Unit 9, North Hills, CA 91343;$425,000;3;2.5;1,212sqft
25600 Belle Porte Ave Unit 1, Harbor City, CA 90710;$595,977;3;2.5;1,611sqft
14984 Astoria St, Sylmar, CA 91342;$769,000;3;2;1,954sqft
14924 Nordhoff St Unit 12, North Hills, CA 91343;$375,000;2;2;1,028sqft
425 S Kenmore Ave Apt 205, Los Angeles, CA 90020;$535,000;2;2;1,007sqft
20244 Livorno Way, Northridge, CA 91326;$777,500;2;3;1,194sqft
2909 New Jersey St, Los Angeles, CA 90033;$699,000;4;2;1,440sqft
345 S Alexandria Ave Apt 219, Los Angeles, CA 90020;$339,000;1;1;570sqft
17040 Lorne St, Lake Balboa, CA 91406;$899,000;3;2;1,823sqft
8321 Grape St, Los Angeles, CA 90001;$689,900;5;3;1,620sqft
9324 Glade Ave, Chatsworth, CA 91311;$1,195,000;3;2.5;2,284sqft
13404 Leach St, Sylmar, CA 91342;$1,478,000;4;3;3,110sqft
3798 S Harvard Blvd, Los Angeles, CA 90018;$995,000;4;2;1,824sqft
7612 Memory Dr, Tujunga, CA 91042;$1,100,000;3;2.5;1,900sqft
3200 S Sepulveda Blvd Unit J21, Los Angeles, CA 90034;$780,000;3;2;1,435sqft
6602 Clybourn Ave Unit 84, North Hollywood, CA 91606;$639,000;2;2;1,130sqft
5070 Tendilla Ave, Woodland Hills, CA 91364;$1,950,000;6;5;3,765sqft
4204 Raynol St, Los Angeles, CA 90032;$925,000;3;2;1,290sqft
354 S Kingsley Dr, Los Angeles, CA 90020;$2,500,000;6;3;3,755sqft
3750 Santa Rosalia Dr Apt 309, Los Angeles, CA 90008;$660,000;2;2;1,110sqft
1552 W 103rd St, Los Angeles, CA 90047;$925,000;5;3.5;2,600sqft
2852 S Palm Grove Ave, Los Angeles, CA 90016;$1,175,000;4;3;2,010sqft
2446 Ronda Vista Dr, Los Angeles, CA 90027;$1,789,000;4;3;2,032sqft
13831 Bessemer St, Valley Glen, CA 91401;$825,000;3;2;1,306sqft
6435 Densmore Ave, Lake Balboa, CA 91406;$869,000;3;1;1,342sqft
20430 Arminta St, Winnetka, CA 91306;$2,095,000;3;2;1,923sqft
5818 Irvine Ave, North Hollywood, CA 91601;$799,000;2;1;1,064sqft
5530 Owensmouth Ave Apt 206, Woodland Hills, CA 91367;$449,000;1;1;600sqft
4226 Berenice Pl, Los Angeles, CA 90031;$899,000;2;1.5;750sqft
836 S Spaulding Ave, Los Angeles, CA 90036;$1,649,000;3;2;1,750sqft
11368 Homedale St, Los Angeles, CA 90049;$2,950,000;4;3;2,250sqft
6515 Amigo Ave, Reseda, CA 91335;$995,000;3;2;1,641sqft
14018 Hesby St, Sherman Oaks, CA 91423;$1,442,500;3;2;1,620sqft
6393 Bryn Mawr Dr, Los Angeles, CA 90068;$1,795,000;3;3;1,844sqft
5017 Elmwood Ave, Los Angeles, CA 90004;$2,795,000;4;3.5;2,013sqft
1833 Fairburn Ave Apt 303, Los Angeles, CA 90025;$1,197,000;2;2;1,732sqft
14921 Bestor Blvd, Pacific Palisades, CA 90272;$3,200,000;3;2;1,627sqft
637 N Stanley Ave, Los Angeles, CA 90036;$2,075,000;3;2;1,894sqft
1935 Curson Pl, Los Angeles, CA 90046;$3,295,000;4;3.5;3,535sqft
889 Francisco St Unit 901, Los Angeles, CA 90017;$699,000;1;1.5;843sqft
2025 W 64th St, Los Angeles, CA 90047;$695,000;3;2;1,332sqft
1713 W 111th St, Los Angeles, CA 90047;$625,000;3;1;1,143sqft
986 Gifford Ave, City Terrace, CA 90063;$599,000;4;2;1,218sqft
14307 Foothill Blvd Unit A5, Sylmar, CA 91342;$460,000;2;2;926sqft
22040 Gault St Unit 21, Canoga Park, CA 91303;$459,000;2;2;974sqft
1740 Bel Air Rd, Los Angeles, CA 90077;$21,950,000;7;7.5;11,246sqft
17250 Bronte Pl, Granada Hills, CA 91344;$1,745,000;5;5.5;4,013sqft
10400 Haddon Ave, Los Angeles, CA 91331;$685,500;4;2;1,140sqft
21335 Germain St, Chatsworth, CA 91311;$979,000;3;2;2,142sqft
5229 Balboa Blvd Unit 10, Encino, CA 91316;$839,000;3;3;1,722sqft
4415 Saugus Ave Apt 208, Sherman Oaks, CA 91403;$765,000;2;2.5;1,383sqft
3704 Grayburn Ave, Los Angeles, CA 90018;$960,000;3;2;1,443sqft
4275 Via Arbolada Unit 210, Los Angeles, CA 90042;$569,900;2;2;1,092sqft
500 Alma Real Dr, Pacific Palisades, CA 90272;$13,995,000;8;8.5;10,108sqft
11733 Goshen Ave Apt 202, Los Angeles, CA 90049;$670,000;1;1;1,072sqft
1234 Wilshire Blvd Apt 227, Los Angeles, CA 90017;$630,000;1;2;1,130sqft
15017 Emma Dr, North Hills, CA 91343;$900,000;4;2.5;1,950sqft
4615 Norelle St, Los Angeles, CA 90032;$838,000;2;1;1,181sqft
10787 Wilshire Blvd Apt 402, Los Angeles, CA 90024;$824,000;3;3;1,459sqft
6105 Garrison Dr, Los Angeles, CA 90042;$749,000;2;1;764sqft
1013 Amoroso Pl, Venice, CA 90291;$1,600,000;2;1.5;920sqft
11258 Louise Ave, Granada Hills, CA 91344;$1,299,999;5;2;2,000sqft
11600 Ruffner Ave, Granada Hills, CA 91344;$999,000;4;2;1,545sqft
13929 Leadwell St, Van Nuys, CA 91405;$869,000;4;2;1,569sqft
5812 Willis Ave, Sherman Oaks, CA 91411;$2,488,000;5;6;3,035sqft
100 S Venice Blvd Apt 9, Venice, CA 90291;$1,099,000;1;2;The squareFeet cannot be shown
8929 Holly Pl, Los Angeles, CA 90046;$1,999,000;3;1.5;1,663sqft
3469 Mandeville Canyon Rd, Los Angeles, CA 90049;$2,897,000;4;3.5;2,578sqft
12800 Waddell St, Valley Village, CA 91607;$1,295,000;3;1.5;1,984sqft
4646 Noble Ave, Sherman Oaks, CA 91403;$1,899,999;5;5;2,845sqft
1543 Marmont Ave, Los Angeles, CA 90069;$3,495,000;4;4.5;3,530sqft
4136 Leimert Blvd, Los Angeles, CA 90008;$1,342,060;8;4;3,357sqft
231 S Avenue 18, Los Angeles, CA 90031;$1,284,000;3;2;2,066sqft
215-217 E 103rd St, Los Angeles, CA 90003;$1,275,000;10;6;3,640sqft
7663 Shadyglade Ave, North Hollywood, CA 91605;$1,345,000;6;4;2,380sqft
1110 255th St, Harbor City, CA 90710;$1,749,999;12;8;5,334sqft
4014 Baywood St, Los Angeles, CA 90039;$1,375,000;4;2;1,713sqft
1724 Effie St, Los Angeles, CA 90026;$1,700,000;5;2;2,525sqft
19161920 S Robertson Blvd, Los Angeles, CA 90034;$13,000,000;32;32;21,997sqft
21213 Ingomar Ct, Canoga Park, CA 91304;$699,950;4;2.5;1,715sqft
20600 W Bluebird Ct, Porter Ranch, CA 91326;$1,975,000;5;6;4,178sqft
1517 Kemper St, Los Angeles, CA 90065;$699,000;2;1;520sqft
717 N Hazard Ave, East Los Angeles, CA 90063;$648,888;2;1;1,026sqft
19009 Sherman Way Unit 75, Reseda, CA 91335;$465,000;2;2;860sqft
1729 W 106th St, Los Angeles, CA 90047;$761,000;2;1;934sqft
4228 Floral Dr, Los Angeles, CA 90063;$1,089,000;8;4;3,134sqft
10106 Hanna Ave, Chatsworth, CA 91311;$799,000;3;2.5;1,820sqft
19728 Strathern St, Winnetka, CA 91306;$1,025,000;3;2.5;1,978sqft
7942 White Oak Ave, Northridge, CA 91325;$899,000;3;2;1,613sqft
20153 Baltar St, Winnetka, CA 91306;$990,000;4;2;1,910sqft
14655 Mumford St, Panorama City, CA 91402;$740,000;3;2;1,200sqft
9547 Burnet Ave, North Hills, CA 91343;$1,429,000;5;3;3,044sqft
1932 Virginia Rd, Los Angeles, CA 90016;$2,199,000;4;4;2,822sqft
13941 Sherman Way Unit 302, Van Nuys, CA 91405;$499,900;2;2;1,100sqft
6429 Whitman Ave, Lake Balboa, CA 91406;$920,000;4;2;1,656sqft
3204 Verdugo Rd, Los Angeles, CA 90065;$869,000;3;1;1,165sqft
3778 May St, Los Angeles, CA 90066;$1,750,000;2;1;1,032sqft
11826-11828 Fellows Ave, San Fernando, CA 91340;$1,080,999;6;4;2,756sqft
102 N Sweetzer Ave Apt 106, Los Angeles, CA 90048;$1,087,000;2;3;1,405sqft
1321 W 25th St, Los Angeles, CA 90007;$1,250,000;6;4;1,946sqft
1185 McClellan Dr, Los Angeles, CA 90049;$2,395,000;3;2;1,344sqft
849 S Broadway Apt 708, Los Angeles, CA 90014;$1,399,000;1;2;1,540sqft
4821 Oak Park Ave, Encino, CA 91316;$4,999,999;6;6.5;5,428sqft
2831 San Marino St, Los Angeles, CA 90006;$1,685,000;8;4;4,432sqft
6250 Hollywood Blvd Unit 14H, Los Angeles, CA 90028;$2,149,000;2;3;1,860sqft
2225 Century Hl, Los Angeles, CA 90067;$2,475,000;3;5;3,134sqft
547 N Harvard Blvd, Los Angeles, CA 90004;$1,350,000;4;3;1,528sqft
21833 De La Luz Ave, Woodland Hills, CA 91364;$1,499,999;5;3.5;2,772sqft
7551 Shore Cliff Dr, Los Angeles, CA 90045;$3,260,000;4;4;4,281sqft
247 N Kenter Ave, Los Angeles, CA 90049;$3,950,000;4;3;2,191sqft
5326 Packard St, Los Angeles, CA 90019;$2,660,000;7;7;4,452sqft
17368 W Sunset Blvd Ph 5, Pacific Palisades, CA 90272;$1,249,000;1;1;1,069sqft
3007 Ocean Front Walk, Venice, CA 90291;$3,400,000;3;3;2,060sqft
17350 W Sunset Blvd Apt 301, Pacific Palisades, CA 90272;$2,195,000;3;3;1,790sqft
4909 Cahuenga Blvd, North Hollywood, CA 91601;$1,175,000;4;2;1,560sqft
6656 Hough St, Los Angeles, CA 90042;$1,245,000;4;3;1,778sqft
1839 Corinth Ave, Los Angeles, CA 90025;$3,750,000;10;11;6,342sqft
6417 Lexington Ave, Los Angeles, CA 90038;$4,100,000;16;16;7,060sqft
21500 Lassen St Spc 11, Chatsworth, CA 91311;$220,000;3;2;1,560sqft
4051 W 7th St, Los Angeles, CA 90005;$1,639,000;3;3;2,341sqft
742 N Wilton Pl, Los Angeles, CA 90038;$1,495,000;5;4;2,750sqft
157 W 65th St, Los Angeles, CA 90003;$561,000;3;1;1,298sqft
20224 Sherman Way Unit 31, Winnetka, CA 91306;$625,000;4;3;1,720sqft
11446 Terra Vista Way, Sylmar, CA 91342;$969,000;4;3.5;2,070sqft
421 S La Fayette Park Pl Apt 307, Los Angeles, CA 90057;$399,999;1;1;715sqft
601 W 48th St, Los Angeles, CA 90037;$995,000;4;4;4,560sqft
10831 Roycroft St Unit 78, Sun Valley, CA 91352;$769,978;3;2.5;1,385sqft
2221 Ellendale Pl, Los Angeles, CA 90007;$999,888;4;4;2,996sqft
1445-1447 1/2 W 59th Pl, Los Angeles, CA 90047;$685,000;6;3;1,832sqft
1111 S Grand Ave Apt 503, Los Angeles, CA 90015;$598,000;1;1;1,100sqft
10535 Wilshire Blvd Apt 1404, Los Angeles, CA 90024;$899,000;2;2;1,088sqft
1100 S Grand Ave Unit A008, Los Angeles, CA 90015;$1,325,000;2;3;1,950sqft
18922 Arminta St, Reseda, CA 91335;$849,000;4;2;1,200sqft
836 S Kingsley Dr, Los Angeles, CA 90005;$1,599,000;9;8;5,728sqft
1009 E 85th St, Los Angeles, CA 90001;$890,000;6;4;2,225sqft
8209 Alcove Ave, North Hollywood, CA 91605;$849,000;3;2;1,624sqft
8934 Lev Ave, Arleta, CA 91331;$898,000;4;4;1,722sqft
17513 Strathern St, Northridge, CA 91325;$819,950;3;2;1,361sqft
9240 Encino Ave, Northridge, CA 91325;$1,298,000;3;3;2,332sqft
4915 Los Feliz Blvd, Los Angeles, CA 90027;$11,800,000;6;5.5;The squareFeet cannot be shown
1971 Rodney Dr Apt 201, Los Angeles, CA 90027;$749,000;2;2;1,246sqft
6415 Pacific Ave Unit D, Playa Del Rey, CA 90293;$1,950,000;2;3;1,682sqft
11541 Kling St, North Hollywood, CA 91602;$1,200,000;3;2;1,604sqft
7103 Van Noord Ave, North Hollywood, CA 91605;$1,059,000;4;2.5;2,067sqft
1341 257th St, Harbor City, CA 90710;$739,990;3;2;990sqft
2403 Hill Dr, Los Angeles, CA 90041;$2,949,000;5;5;3,741sqft
635 N Citrus Ave, Los Angeles, CA 90036;$2,295,000;3;3;The squareFeet cannot be shown
2511 S Bundy Dr, Los Angeles, CA 90064;$1,299,999;3;2;1,498sqft
4336 Alla Rd, Los Angeles, CA 90066;$2,400,000;5;3.5;3,598sqft
12421 Stagg St, North Hollywood, CA 91605;$1,075,000;5;4;2,015sqft
2804 Westwood Blvd, Los Angeles, CA 90064;$1,435,000;3;2;1,624sqft
12611 Presnell St, Los Angeles, CA 90066;$1,569,000;4;3;1,952sqft
1635 S Gramercy Pl, Los Angeles, CA 90019;$2,850,000;11;10;7,697sqft
2312 Penmar Ave, Venice, CA 90291;$1,950,000;3;2;1,423sqft
5726 Meridian St, Los Angeles, CA 90042;$1,098,000;3;2;1,464sqft
5436 Fountain Ave, Los Angeles, CA 90029;$2,175,000;10;10;4,320sqft
12833 Gilmore Ave, Los Angeles, CA 90066;$1,588,000;2;2;1,361sqft
2182 Century Woods Way, Los Angeles, CA 90067;$2,395,000;2;2.5;2,855sqft
1176 N Kingsley Dr, Los Angeles, CA 90029;$2,750,000;12;11;7,885sqft
414 E Live Oak St, Los Angeles, CA 91776;$1,149,000;3;3;1,470sqft
5444 Via Campo St, Los Angeles, CA 90022;$679,900;3;2;1,260sqft
672 E 112th St, Los Angeles, CA 90059;$500,000;3;1;778sqft
525 S La Fayette Park Pl Unit 104, Los Angeles, CA 90057;$545,000;2;2;941sqft
4252 Fair Ave Unit 6, Studio City, CA 91602;$549,000;2;2;1,099sqft
19602 Runnymede St, Reseda, CA 91335;$840,000;4;3;2,220sqft
862 W 41st St, Los Angeles, CA 90037;$900,000;5;3;2,821sqft
963 S Lorena St, Los Angeles, CA 90023;$2,400,000;12;12;5,028sqft
7520 Zelzah Ave, Reseda, CA 91335;$898,000;4;3;1,902sqft
14141 Polk St Unit 13, Sylmar, CA 91342;$435,000;3;1.5;991sqft
6716 Clybourn Ave Unit 135, North Hollywood, CA 91606;$589,000;2;2;1,047sqft
20452 Kittridge St, Winnetka, CA 91306;$1,100,000;4;3;2,035sqft
1050 W 84th Pl, Los Angeles, CA 90044;$1,370,000;4;6;3,444sqft
10224 Whitegate Ave, Sunland, CA 91040;$789,000;2;2;1,114sqft
1071 S Hayworth Ave, Los Angeles, CA 90035;$2,500,000;6;4;3,908sqft
6690 Vista Del Mar Apt G, Playa Del Rey, CA 90293;$1,575,000;2;3;1,804sqft
11648 Amestoy Ave, Granada Hills, CA 91344;$1,059,000;4;2.5;1,970sqft
11037 Genesta Ave, Granada Hills, CA 91344;$899,000;3;2;1,707sqft
14405 Magnolia Blvd, Sherman Oaks, CA 91423;$830,000;2;1;771sqft
8001 Highland Trl, Los Angeles, CA 90046;$1,495,000;2;2;1,348sqft
3047 Perlita Ave, Los Angeles, CA 90039;$995,000;3;3;1,840sqft
19575 Shadow Glen Cir, Porter Ranch, CA 91326;$1,159,000;3;2.5;2,235sqft
2025 Avenue of the Stars Unit 208, Los Angeles, CA 90067;$1,950,000;1;1;The squareFeet cannot be shown
5303 Baza Ave, Woodland Hills, CA 91364;$975,000;4;2;1,572sqft
28 18th Ave, Venice, CA 90291;$1,950,000;4;2;1,592sqft
360 S Kenmore Ave Apt 205, Los Angeles, CA 90020;$549,900;1;1;796sqft
5903 Hesperia Ave, Encino, CA 91316;$1,299,999;3;2;2,032sqft
4380 Camellia Ave, Studio City, CA 91604;$1,995,000;3;3;2,363sqft
3823 Wisconsin St, Los Angeles, CA 90037;$2,280,000;15;8;5,508sqft
12016 Washington Pl Apt 313, Los Angeles, CA 90066;$899,000;2;2;1,181sqft
4567 Encino Ave, Encino, CA 91316;$4,900,000;4;3.5;4,930sqft
4053 Somers Ave, Los Angeles, CA 90065;$1,199,000;3;1.5;1,153sqft
26519 President Ave, Harbor City, CA 90710;$995,000;3;2;1,630sqft
11970 Montana Ave Apt 108, Los Angeles, CA 90049;$749,000;1;1;1,098sqft
514 North Avenue 49, Los Angeles, CA 90042;$1,099,950;3;3;1,554sqft
10982 Roebling Ave Apt 332, Los Angeles, CA 90024;$830,000;2;2;1,056sqft
616 W 26th St, San Pedro, CA 90731;$979,000;4;2;1,524sqft
1950 Whitmore Ave, Los Angeles, CA 90039;$3,700,000;16;15;5,674sqft
135 Ocean Way, Santa Monica, CA 90402;$3,850,000;3;3.5;2,917sqft
1601 N Fuller Ave Apt 601, Los Angeles, CA 90046;$1,449,999;2;2.5;1,986sqft
10350 Wilshire Blvd Ph 1, Los Angeles, CA 90024;$1,995,000;2;2.5;2,045sqft
714 N Orange Grove Ave, Los Angeles, CA 90046;$3,395,000;4;4;2,855sqft
727 Oakford Dr, East Los Angeles, CA 90022;$700,000;4;2;1,599sqft
8715 Hooper Ave, Los Angeles, CA 90002;$795,000;11;8;2,429sqft
7924 Woodman Ave Unit 59, Van Nuys, CA 91402;$449,999;2;2;1,127sqft
326 Westminster Ave Apt 101, Los Angeles, CA 90020;$760,000;2;2;1,493sqft
3810 Wilshire Blvd Apt 1206, Los Angeles, CA 90010;$599,000;1;1;830sqft
9540 Via Venezia, Sun Valley, CA 91504;$749,000;2;3;1,244sqft
1512 Pennsylvania Ave, Los Angeles, CA 90033;$890,000;7;2;1,934sqft
2320 N Beachwood Dr, Los Angeles, CA 90068;$1,999,995;5;4;The squareFeet cannot be shown
433 Del Norte St, Los Angeles, CA 90065;$1,200,000;3;2.5;1,641sqft
19020 Kinbrace St, Porter Ranch, CA 91326;$1,350,000;5;4;3,334sqft
16745 Lassen St, North Hills, CA 91343;$949,999;5;3;2,112sqft
15501 Labrador St, North Hills, CA 91343;$924,900;3;2;1,545sqft
2220 Avenue of the Stars Unit 1606, Los Angeles, CA 90067;$950,000;1;1;1,072sqft
1338 S Genesee Ave, Los Angeles, CA 90019;$2,175,000;6;5;3,379sqft
4721 Ambrose Ave, Los Angeles, CA 90027;$1,850,000;3;2;1,627sqft
2709 Medlow Ave, Los Angeles, CA 90065;$1,200,000;2;1;954sqft
16221 Elisa Pl, Encino, CA 91436;$2,950,000;5;5.5;4,483sqft
539 W 77th St, Los Angeles, CA 90044;$1,300,000;10;5;The squareFeet cannot be shown
1059 S Shenandoah St, Los Angeles, CA 90035;$1,075,000;2;3;1,834sqft
1207 N Garbo Ln, Los Angeles, CA 90038;$1,449,000;4;4;2,345sqft
10246 Falun Dr, Sun Valley, CA 91352;$1,495,000;4;2.5;2,200sqft
18815 Braemore Rd, Northridge, CA 91326;$1,199,999;4;2;1,737sqft
7152 Pomelo Dr, West Hills, CA 91307;$1,295,000;3;2.5;2,175sqft
4076 McLaughlin Ave, Culver City, CA 90066;$1,880,000;5;5;3,125sqft
21243 Mulholland Dr, Woodland Hills, CA 91364;$2,049,000;5;4.5;3,506sqft
900 W Olympic Blvd Unit 32D, Los Angeles, CA 90015;$1,725,000;2;3;1,800sqft
1262 S Cochran Ave, Los Angeles, CA 90019;$1,395,000;4;4;2,541sqft
8512 Tuscany Ave Unit 322, Playa Del Rey, CA 90293;$779,000;2;2;1,109sqft
537 W 10th St, San Pedro, CA 90731;$1,595,000;6;3;2,923sqft
11507 Cumpston St, North Hollywood, CA 91601;$1,150,000;2;2;1,657sqft
2088 Deer Run Ln, Los Angeles, CA 90049;$3,840,000;4;5;4,400sqft
